ID,Recency,Frequency,Monetary,LastAmount,FirstGiftDate,LastGiftDate,R_score,F_score,M_score,RFM_Score,RFM_Segment
27830,419,11,6825.0,250.0,2018-06-25,2024-06-19,5,5,5,15,Champion
27833,4064,12,200.0,25.0,2002-06-28,2014-06-27,3,5,2,10,Regular
27872,4157,1,200.0,200.0,2014-03-26,2014-03-26,3,1,2,6,Regular
27883,1517,4,230.0,100.0,2001-07-02,2021-06-17,4,4,2,10,Loyal
27903,8330,2,200.0,100.0,2000-06-09,2002-10-22,1,2,2,5,At Risk / Lapsed
27907,7568,1,100.0,100.0,2004-11-22,2004-11-22,1,1,1,3,At Risk / Lapsed
27929,4535,1,200.0,200.0,2013-03-13,2013-03-13,2,1,2,5,At Risk / Lapsed
27933,8275,1,50.0,50.0,2002-12-16,2002-12-16,1,1,1,3,At Risk / Lapsed
27953,7319,4,250.0,50.0,2000-01-31,2005-07-29,2,4,2,8,Regular
27966,6490,6,1000.0,100.0,2003-06-26,2007-11-05,2,4,4,10,Regular
27973,5765,1,100.0,100.0,2009-10-30,2009-10-30,2,1,1,4,At Risk / Lapsed
27974,5765,1,50.0,50.0,2009-10-30,2009-10-30,2,1,1,4,At Risk / Lapsed
27980,1517,1,350.0,350.0,2021-06-17,2021-06-17,4,1,3,8,Regular
27982,3361,1,250.0,250.0,2016-05-30,2016-05-30,3,1,2,6,Regular
27983,5163,2,200.0,100.0,2000-06-09,2011-06-24,2,2,2,6,At Risk / Lapsed
27985,1517,1,100.0,100.0,2021-06-17,2021-06-17,4,1,1,6,Regular
27999,8455,1,100.0,100.0,2002-06-19,2002-06-19,1,1,1,3,At Risk / Lapsed
28002,7329,2,125.0,25.0,2003-06-23,2005-07-19,2,2,2,6,At Risk / Lapsed
28010,53,22,2025.0,100.0,2000-06-09,2025-06-20,5,5,5,15,Champion
28011,7349,1,50.0,50.0,2005-06-29,2005-06-29,1,1,1,3,At Risk / Lapsed
28064,5318,2,300.0,100.0,2009-10-30,2011-01-20,2,2,3,7,Regular
28101,9157,2,600.0,500.0,2000-01-31,2000-07-17,1,2,3,6,Regular
28103,8666,2,300.0,200.0,2000-01-31,2001-11-20,1,2,3,6,Regular
28109,8667,1,100.0,100.0,2001-11-19,2001-11-19,1,1,1,3,At Risk / Lapsed
28112,8667,3,700.0,100.0,2000-01-31,2001-11-19,1,3,4,8,Regular
28120,5164,2,120.0,20.0,2009-06-25,2011-06-23,2,2,2,6,At Risk / Lapsed
28124,3700,12,770.0,50.0,2002-07-09,2015-06-26,3,5,4,12,Regular
28126,5759,1,500.0,500.0,2009-11-05,2009-11-05,2,1,3,6,Regular
28148,8637,1,50.0,50.0,2001-12-19,2001-12-19,1,1,1,3,At Risk / Lapsed
28162,1517,5,3650.0,2000.0,2004-10-12,2021-06-17,4,4,5,13,Champion
28164,7567,2,295.44,116.26,2000-11-06,2004-11-23,1,2,3,6,Regular
28195,7585,1,100.0,100.0,2004-11-05,2004-11-05,1,1,1,3,At Risk / Lapsed
28199,1888,2,400.0,200.0,2017-02-10,2020-06-11,4,2,3,9,Regular
28201,7944,2,150.0,50.0,2000-01-31,2003-11-12,1,2,2,5,At Risk / Lapsed
30009,3337,1,100.0,100.0,2016-06-23,2016-06-23,3,1,1,5,Regular
30059,7722,5,200.0,50.0,2000-11-06,2004-06-21,1,4,2,7,Regular
30079,1657,2,800.0,600.0,2018-02-07,2021-01-28,4,2,4,10,High Potential
30082,7294,2,70.0,20.0,2001-06-12,2005-08-23,2,2,1,5,At Risk / Lapsed
30093,1138,2,550.0,300.0,2021-06-17,2022-07-01,4,2,3,9,Regular
30098,8093,3,100.0,50.0,2002-06-21,2003-06-16,1,3,1,5,Regular
30108,6265,1,100.0,100.0,2008-06-17,2008-06-17,2,1,1,4,At Risk / Lapsed
30111,2447,1,50.0,50.0,2018-11-30,2018-11-30,3,1,1,5,Regular
30191,2101,2,5000.0,2500.0,2019-05-21,2019-11-11,4,2,5,11,High Potential
30200,172,6,1200.0,200.0,2022-02-01,2025-02-21,5,4,4,13,Champion
30240,44,6,7908.8,508.8,2022-02-27,2025-06-29,5,4,5,14,Champion
30263,1517,1,100.0,100.0,2021-06-17,2021-06-17,4,1,1,6,Regular
30278,8820,1,50.0,50.0,2001-06-19,2001-06-19,1,1,1,3,At Risk / Lapsed
30279,3715,6,1120.0,200.0,2001-06-19,2015-06-11,3,4,4,11,Regular
30283,2435,1,20.0,20.0,2018-12-12,2018-12-12,3,1,1,5,Regular
30298,2157,6,1600.0,200.0,2017-02-23,2019-09-16,4,4,4,12,Champion
30325,7348,3,150.0,50.0,2003-09-24,2005-06-30,1,3,2,6,Regular
30334,533,2,400.0,200.0,2023-02-01,2024-02-26,5,2,3,10,Regular
30349,71,4,700.0,200.0,2021-06-17,2025-06-02,5,4,4,13,Champion
30350,1517,1,100.0,100.0,2021-06-17,2021-06-17,4,1,1,6,Regular
30356,2597,1,200.0,200.0,2018-07-03,2018-07-03,3,1,2,6,Regular
30359,7713,3,95.0,20.0,2002-08-02,2004-06-30,1,3,1,5,Regular
30369,7585,1,50.0,50.0,2004-11-05,2004-11-05,1,1,1,3,At Risk / Lapsed
30374,994,2,275.0,175.0,2021-06-17,2022-11-22,5,2,3,10,Regular
30389,4061,2,150.0,100.0,2003-06-23,2014-06-30,3,2,2,7,Regular
30431,791,1,100.0,100.0,2023-06-13,2023-06-13,5,1,1,7,Regular
30438,351,6,972.5,50.0,2003-03-11,2024-08-26,5,4,4,13,Champion
30441,7348,1,10.0,10.0,2005-06-30,2005-06-30,1,1,1,3,At Risk / Lapsed
30462,166,14,2800.0,200.0,2016-02-29,2025-02-27,5,5,5,15,Champion
30485,774,4,2000.0,500.0,2019-06-08,2023-06-30,5,4,5,14,Champion
30494,8821,1,400.0,400.0,2001-06-18,2001-06-18,1,1,3,5,Regular
30496,1840,7,1400.0,200.0,2016-04-01,2020-07-29,4,4,4,12,Champion
30536,8806,1,150.0,150.0,2001-07-03,2001-07-03,1,1,2,4,At Risk / Lapsed
30603,7335,5,80.0,10.0,2002-06-21,2005-07-13,2,4,1,7,Regular
30609,1517,1,2000.0,2000.0,2021-06-17,2021-06-17,4,1,5,10,High Potential
30620,6446,5,500.0,100.0,2002-12-31,2007-12-19,2,4,3,9,Regular
30626,2435,1,20.0,20.0,2018-12-12,2018-12-12,3,1,1,5,Regular
30628,7348,1,50.0,50.0,2005-06-30,2005-06-30,1,1,1,3,At Risk / Lapsed
30657,7349,1,5.0,5.0,2005-06-29,2005-06-29,1,1,1,3,At Risk / Lapsed
30671,782,2,2175.0,2000.0,2022-07-01,2023-06-22,5,2,5,12,High Potential
30673,48,8,6000.0,2000.0,2020-02-07,2025-06-25,5,5,5,15,Champion
30684,2435,1,100.0,100.0,2018-12-12,2018-12-12,3,1,1,5,Regular
30688,3959,1,125.0,125.0,2014-10-10,2014-10-10,3,1,2,6,Regular
30700,8086,1,100.0,100.0,2003-06-23,2003-06-23,1,1,1,3,At Risk / Lapsed
30703,6628,3,150.0,50.0,2004-12-14,2007-06-20,2,3,2,7,Regular
30738,713,17,3300.0,200.0,2016-02-29,2023-08-30,5,5,5,15,Champion
30755,22,1,200.0,200.0,2025-07-21,2025-07-21,5,1,2,8,Regular
30793,2,2,800.0,200.0,2023-02-27,2025-08-10,5,2,4,11,High Potential
30853,47,7,1604.0,404.0,2020-08-09,2025-06-26,5,4,4,13,Champion
30862,63,1,6000.0,6000.0,2025-06-10,2025-06-10,5,1,5,11,High Potential
30863,63,1,6000.0,6000.0,2025-06-10,2025-06-10,5,1,5,11,High Potential
30875,1517,1,400.0,400.0,2021-06-17,2021-06-17,4,1,3,8,Regular
30881,376,1,500.0,500.0,2024-08-01,2024-08-01,5,1,3,9,Regular
30889,1512,2,150.0,50.0,2018-09-03,2021-06-22,4,2,2,8,Regular
30901,8422,1,50.0,50.0,2002-07-22,2002-07-22,1,1,1,3,At Risk / Lapsed
30922,1517,4,1620.0,1000.0,2003-06-16,2021-06-17,4,4,4,12,Champion
30924,1140,2,1050.0,1000.0,2018-11-30,2022-06-29,4,2,4,10,High Potential
30934,1517,7,800.0,100.0,2013-09-03,2021-06-17,4,4,4,12,Champion
30969,6620,1,100.0,100.0,2007-06-28,2007-06-28,2,1,1,4,At Risk / Lapsed
30974,7349,1,100.0,100.0,2005-06-29,2005-06-29,1,1,1,3,At Risk / Lapsed
30981,1517,17,1980.0,200.0,2006-06-23,2021-06-17,4,5,5,14,Champion
30988,7302,1,50.0,50.0,2005-08-15,2005-08-15,2,1,1,4,At Risk / Lapsed
31017,2253,4,850.0,300.0,2016-06-01,2019-06-12,4,4,4,12,Champion
31040,1517,1,100.0,100.0,2021-06-17,2021-06-17,4,1,1,6,Regular
31046,97,3,900.0,200.0,2021-06-17,2025-05-07,5,3,4,12,Loyal
31047,1517,1,100.0,100.0,2021-06-17,2021-06-17,4,1,1,6,Regular
31069,1517,1,500.0,500.0,2021-06-17,2021-06-17,4,1,3,8,Regular
31084,4436,9,800.0,150.0,2005-06-22,2013-06-20,3,5,4,12,Regular
31085,6924,1,200.0,200.0,2006-08-28,2006-08-28,2,1,2,5,At Risk / Lapsed
31107,73,14,3100.0,200.0,2019-03-18,2025-05-31,5,5,5,15,Champion
31113,1273,6,1600.0,600.0,2020-05-29,2022-02-16,4,4,4,12,Champion
31175,6283,1,150.0,150.0,2008-05-30,2008-05-30,2,1,2,5,At Risk / Lapsed
31397,8079,4,3100.0,1000.0,2000-01-31,2003-06-30,1,4,5,10,Regular
31497,8336,6,300.0,50.0,2000-06-09,2002-10-16,1,4,3,8,Regular
31833,8667,1,200.0,200.0,2001-11-19,2001-11-19,1,1,2,4,At Risk / Lapsed
31992,6880,6,500.0,100.0,2002-06-21,2006-10-11,2,4,3,9,Regular
32111,419,1,500.0,500.0,2024-06-19,2024-06-19,5,1,3,9,Regular
32151,8455,1,50.0,50.0,2002-06-19,2002-06-19,1,1,1,3,At Risk / Lapsed
32159,1512,1,50.0,50.0,2021-06-22,2021-06-22,4,1,1,6,Regular
32166,165,12,2400.0,200.0,2021-02-23,2025-02-28,5,5,5,15,Champion
32204,517,1,200.0,200.0,2024-03-13,2024-03-13,5,1,2,8,Regular
32259,9325,1,100.0,100.0,2000-01-31,2000-01-31,1,1,1,3,At Risk / Lapsed
33004,9325,1,100.0,100.0,2000-01-31,2000-01-31,1,1,1,3,At Risk / Lapsed
33006,6620,1,25.0,25.0,2007-06-28,2007-06-28,2,1,1,4,At Risk / Lapsed
33024,7957,6,600.0,100.0,2000-06-22,2003-10-30,1,4,3,8,Regular
33026,4290,3,600.0,200.0,2013-03-13,2013-11-13,3,3,3,9,Regular
33028,5713,1,150.0,150.0,2009-12-21,2009-12-21,2,1,2,5,At Risk / Lapsed
33054,9325,1,100.0,100.0,2000-01-31,2000-01-31,1,1,1,3,At Risk / Lapsed
33102,9325,1,100.0,100.0,2000-01-31,2000-01-31,1,1,1,3,At Risk / Lapsed
33114,4442,1,200.0,200.0,2013-06-14,2013-06-14,3,1,2,6,Regular
33127,9066,1,200.0,200.0,2000-10-16,2000-10-16,1,1,2,4,At Risk / Lapsed
33131,7939,3,300.0,100.0,2000-01-31,2003-11-17,1,3,3,7,Regular
33311,8817,1,100.0,100.0,2001-06-22,2001-06-22,1,1,1,3,At Risk / Lapsed
33313,2600,1,750.0,750.0,2018-06-30,2018-06-30,3,1,4,8,Regular
33428,3248,2,400.0,200.0,2015-06-11,2016-09-20,3,2,3,8,Regular
33549,3595,1,5000.0,5000.0,2015-10-09,2015-10-09,3,1,5,9,Regular
33768,4428,4,140.0,50.0,2007-06-29,2013-06-28,3,4,2,9,Regular
33771,6628,1,50.0,50.0,2007-06-20,2007-06-20,2,1,1,4,At Risk / Lapsed
33845,4985,6,300.0,50.0,2005-06-29,2011-12-19,2,4,3,9,Regular
33937,52,10,1955.0,500.0,2016-06-14,2025-06-21,5,5,5,15,Champion
34019,1517,1,1500.0,1500.0,2021-06-17,2021-06-17,4,1,4,9,High Potential
34039,4069,2,100.0,50.0,2013-06-30,2014-06-22,3,2,1,6,Regular
34274,7225,1,50.0,50.0,2005-10-31,2005-10-31,2,1,1,4,At Risk / Lapsed
34284,7349,1,50.0,50.0,2005-06-29,2005-06-29,1,1,1,3,At Risk / Lapsed
34559,6,196,11289.88,1.5,2014-08-18,2025-08-06,5,5,5,15,Champion
34966,2603,2,1100.0,200.0,2013-12-18,2018-06-27,3,2,4,9,Regular
35099,4684,2,1000.0,300.0,2012-10-15,2012-10-15,2,2,4,8,Regular
35237,9202,1,75.0,75.0,2000-06-02,2000-06-02,1,1,1,3,At Risk / Lapsed
35289,1512,1,50.0,50.0,2021-06-22,2021-06-22,4,1,1,6,Regular
35413,6257,2,750.0,500.0,2007-09-10,2008-06-25,2,2,4,8,Regular
35531,8091,1,100.0,100.0,2003-06-18,2003-06-18,1,1,1,3,At Risk / Lapsed
35537,9041,1,50.0,50.0,2000-11-10,2000-11-10,1,1,1,3,At Risk / Lapsed
35540,7348,1,100.0,100.0,2005-06-30,2005-06-30,1,1,1,3,At Risk / Lapsed
35541,9325,1,100.0,100.0,2000-01-31,2000-01-31,1,1,1,3,At Risk / Lapsed
35543,4858,5,1000.0,200.0,2008-07-09,2012-04-24,2,4,4,10,Regular
35546,4747,9,1355.5,200.0,2003-04-11,2012-08-13,2,5,4,11,Regular
35549,7932,3,350.0,200.0,2000-01-31,2003-11-24,1,3,3,7,Regular
35560,9325,1,100.0,100.0,2000-01-31,2000-01-31,1,1,1,3,At Risk / Lapsed
35561,8079,6,300.0,50.0,2001-06-27,2003-06-30,1,4,3,8,Regular
35563,7348,3,300.0,100.0,2000-01-31,2005-06-30,1,3,3,7,Regular
35565,7684,2,100.0,50.0,2003-02-18,2004-07-29,1,2,1,4,At Risk / Lapsed
35569,8330,2,250.0,200.0,2001-12-19,2002-10-22,1,2,2,5,At Risk / Lapsed
35575,9325,1,100.0,100.0,2000-01-31,2000-01-31,1,1,1,3,At Risk / Lapsed
35576,6958,2,141.0,100.0,2000-01-31,2006-07-25,2,2,2,6,At Risk / Lapsed
35578,7195,1,50.0,50.0,2005-11-30,2005-11-30,2,1,1,4,At Risk / Lapsed
35591,8450,1,10.0,10.0,2002-06-24,2002-06-24,1,1,1,3,At Risk / Lapsed
35601,7832,1,50.0,50.0,2004-03-03,2004-03-03,1,1,1,3,At Risk / Lapsed
35602,6252,6,900.0,200.0,2000-01-31,2008-06-30,2,4,4,10,Regular
35604,8086,3,200.0,100.0,2001-06-27,2003-06-23,1,3,2,6,Regular
35608,9325,1,100.0,100.0,2000-01-31,2000-01-31,1,1,1,3,At Risk / Lapsed
35609,4157,12,800.0,200.0,2000-01-31,2014-03-26,3,5,4,12,Regular
35617,9325,1,100.0,100.0,2000-01-31,2000-01-31,1,1,1,3,At Risk / Lapsed
35623,8086,3,600.0,250.0,2001-06-14,2003-06-23,1,3,3,7,Regular
35629,6462,2,350.0,100.0,2006-07-25,2007-12-03,2,2,3,7,Regular
35635,7585,3,200.0,50.0,2000-01-31,2004-11-05,1,3,2,6,Regular
35637,9325,1,100.0,100.0,2000-01-31,2000-01-31,1,1,1,3,At Risk / Lapsed
35645,7840,2,200.0,100.0,2000-01-31,2004-02-24,1,2,2,5,At Risk / Lapsed
35659,9143,1,100.0,100.0,2000-07-31,2000-07-31,1,1,1,3,At Risk / Lapsed
35660,4660,1,500.0,500.0,2012-11-08,2012-11-08,2,1,3,6,Regular
35675,9325,1,100.0,100.0,2000-01-31,2000-01-31,1,1,1,3,At Risk / Lapsed
35688,8812,2,500.0,400.0,2000-01-31,2001-06-27,1,2,3,6,Regular
35689,6983,7,4100.0,250.0,2000-01-31,2006-06-30,2,4,5,11,Regular
35698,7722,4,600.0,200.0,2002-06-20,2004-06-21,1,4,3,8,Regular
35703,6489,1,50.0,50.0,2007-11-06,2007-11-06,2,1,1,4,At Risk / Lapsed
35711,8694,1,350.0,350.0,2001-10-23,2001-10-23,1,1,3,5,Regular
35722,4290,3,600.0,200.0,2013-03-13,2013-11-13,3,3,3,9,Regular
35724,5348,11,800.0,100.0,2001-06-26,2010-12-21,2,5,4,11,Regular
35730,6991,7,800.0,50.0,2000-12-19,2006-06-22,2,4,4,10,Regular
35733,9325,1,100.0,100.0,2000-01-31,2000-01-31,1,1,1,3,At Risk / Lapsed
35734,8315,2,200.0,100.0,2001-06-15,2002-11-06,1,2,2,5,At Risk / Lapsed
35758,5754,2,200.0,100.0,2002-07-22,2009-11-10,2,2,2,6,At Risk / Lapsed
35777,3330,19,3250.0,100.0,2000-01-31,2016-06-30,3,5,5,13,Regular
35797,2986,16,14300.0,1000.0,2004-06-21,2017-06-09,3,5,5,13,Regular
35807,8736,2,750.0,350.0,2000-01-17,2001-09-11,1,2,4,7,Regular
35815,8069,1,50.0,50.0,2003-07-10,2003-07-10,1,1,1,3,At Risk / Lapsed
35821,5548,1,500.0,500.0,2010-06-04,2010-06-04,2,1,3,6,Regular
35858,7113,4,650.0,100.0,2003-10-17,2006-02-20,2,4,4,10,Regular
35900,6174,4,1150.0,500.0,2005-07-19,2008-09-16,2,4,4,10,Regular
35916,5738,2,250.0,100.0,2007-09-10,2009-11-26,2,2,2,6,At Risk / Lapsed
35921,7348,3,120.0,50.0,2003-06-26,2005-06-30,1,3,2,6,Regular
35957,7076,2,100.0,50.0,2003-11-28,2006-03-29,2,2,1,5,At Risk / Lapsed
35962,6958,6,700.0,250.0,2000-10-16,2006-07-25,2,4,4,10,Regular
35985,7334,6,2060.0,100.0,2001-03-30,2005-07-14,2,4,5,11,Regular
35986,6124,11,2100.0,100.0,2000-06-09,2008-11-05,2,5,5,12,Regular
36035,3969,9,5400.0,200.0,2004-07-26,2014-09-30,3,5,5,13,Regular
36040,4660,4,950.0,200.0,2006-06-27,2012-11-08,2,4,4,10,Regular
36045,5754,11,3050.0,200.0,2000-01-31,2009-11-10,2,5,5,12,Regular
36048,8083,1,200.0,200.0,2003-06-26,2003-06-26,1,1,2,4,At Risk / Lapsed
36053,7993,3,1500.0,500.0,2001-06-15,2003-09-24,1,3,4,8,Regular
36058,9052,1,50.0,50.0,2000-10-30,2000-10-30,1,1,1,3,At Risk / Lapsed
36101,6490,1,50.0,50.0,2007-11-05,2007-11-05,2,1,1,4,At Risk / Lapsed
36121,6115,1,250.0,250.0,2008-11-14,2008-11-14,2,1,2,5,At Risk / Lapsed
36127,8674,4,400.0,100.0,2000-01-31,2001-11-12,1,4,3,8,Regular
36128,5741,1,100.0,100.0,2009-11-23,2009-11-23,2,1,1,4,At Risk / Lapsed
36134,777,22,12675.0,1000.0,2000-06-16,2023-06-27,5,5,5,15,Champion
36148,379,8,1300.0,250.0,2003-06-24,2024-07-29,5,5,4,14,Champion
36153,7113,6,1375.0,225.0,2000-01-17,2006-02-20,2,4,4,10,Regular
36191,9056,2,200.0,100.0,2000-01-31,2000-10-26,1,2,2,5,At Risk / Lapsed
36388,5765,3,250.0,100.0,2000-01-31,2009-10-30,2,3,2,7,Regular
36411,411,8,700.0,100.0,2003-03-10,2024-06-27,5,5,4,14,Champion
36670,7797,3,325.0,125.0,2000-01-31,2004-04-07,1,3,3,7,Regular
36683,1530,11,1000.0,100.0,2002-06-20,2021-06-04,4,5,4,13,Champion
36694,5389,5,1400.0,100.0,2005-06-30,2010-11-10,2,4,4,10,Regular
36701,5754,3,275.0,75.0,2007-06-29,2009-11-10,2,3,3,8,Regular
36780,7348,1,50.0,50.0,2005-06-30,2005-06-30,1,1,1,3,At Risk / Lapsed
36788,7928,1,50.0,50.0,2003-11-28,2003-11-28,1,1,1,3,At Risk / Lapsed
36790,4641,16,2400.0,100.0,2002-06-20,2012-11-27,2,5,5,12,Regular
36809,5759,2,200.0,150.0,2006-12-29,2009-11-05,2,2,2,6,At Risk / Lapsed
36819,7356,12,2750.0,100.0,2000-01-31,2005-06-22,1,5,5,11,Regular
36906,8762,1,50.0,50.0,2001-08-16,2001-08-16,1,1,1,3,At Risk / Lapsed
36914,6490,2,100.0,50.0,2005-06-22,2007-11-05,2,2,1,5,At Risk / Lapsed
36933,7349,3,300.0,100.0,2003-10-13,2005-06-29,1,3,3,7,Regular
36935,3360,11,2000.0,200.0,2007-11-20,2016-05-31,3,5,5,13,Regular
36993,8079,5,950.0,200.0,2000-01-31,2003-06-30,1,4,4,9,Regular
37007,7928,1,100.0,100.0,2003-11-28,2003-11-28,1,1,1,3,At Risk / Lapsed
37025,5390,4,450.0,100.0,2003-06-05,2010-11-09,2,4,3,9,Regular
37059,9325,1,100.0,100.0,2000-01-31,2000-01-31,1,1,1,3,At Risk / Lapsed
37078,7225,2,150.0,50.0,2000-05-29,2005-10-31,2,2,2,6,At Risk / Lapsed
37086,5894,14,2950.0,200.0,2003-07-28,2009-06-23,2,5,5,12,Regular
37101,1825,2,300.0,200.0,2002-09-04,2020-08-13,4,2,3,9,Regular
37102,6726,1,200.0,200.0,2007-03-14,2007-03-14,2,1,2,5,At Risk / Lapsed
37111,6180,4,931.0,100.0,2000-01-31,2008-09-10,2,4,4,10,Regular
37164,8093,3,300.0,100.0,2000-01-31,2003-06-16,1,3,3,7,Regular
37176,8418,3,300.0,100.0,2000-07-07,2002-07-26,1,3,3,7,Regular
37661,5842,6,650.0,100.0,2003-06-16,2009-08-14,2,4,4,10,Regular
37926,4393,1,250.0,250.0,2013-08-02,2013-08-02,3,1,2,6,Regular
37944,5390,1,50.0,50.0,2010-11-09,2010-11-09,2,1,1,4,At Risk / Lapsed
37969,5765,1,100.0,100.0,2009-10-30,2009-10-30,2,1,1,4,At Risk / Lapsed
37970,6490,1,100.0,100.0,2007-11-05,2007-11-05,2,1,1,4,At Risk / Lapsed
37973,5103,1,200.0,200.0,2011-08-23,2011-08-23,2,1,2,5,At Risk / Lapsed
37994,4065,1,200.0,200.0,2014-06-26,2014-06-26,3,1,2,6,Regular
38093,7993,2,100.0,50.0,2003-09-24,2003-09-24,1,2,1,4,At Risk / Lapsed
38441,6986,1,500.0,500.0,2006-06-27,2006-06-27,2,1,3,6,Regular
38506,6801,4,400.0,200.0,2004-06-28,2006-12-29,2,4,3,9,Regular
38627,7379,1,100.0,100.0,2005-05-30,2005-05-30,1,1,1,3,At Risk / Lapsed
38635,6490,2,100.0,50.0,2003-10-24,2007-11-05,2,2,1,5,At Risk / Lapsed
38640,6983,5,550.0,100.0,2002-06-20,2006-06-30,2,4,3,9,Regular
38960,5765,1,50.0,50.0,2009-10-30,2009-10-30,2,1,1,4,At Risk / Lapsed
39115,6819,6,600.0,100.0,2000-06-09,2006-12-11,2,4,3,9,Regular
39154,1154,1,100.0,100.0,2022-06-15,2022-06-15,4,1,1,6,Regular
39258,7932,1,50.0,50.0,2003-11-24,2003-11-24,1,1,1,3,At Risk / Lapsed
39379,6726,1,100.0,100.0,2007-03-14,2007-03-14,2,1,1,4,At Risk / Lapsed
39495,7113,1,660.0,660.0,2006-02-20,2006-02-20,2,1,4,7,Regular
39611,6726,1,100.0,100.0,2007-03-14,2007-03-14,2,1,1,4,At Risk / Lapsed
39717,7356,2,100.0,50.0,2003-06-23,2005-06-22,1,2,1,4,At Risk / Lapsed
39907,8666,1,100.0,100.0,2001-11-20,2001-11-20,1,1,1,3,At Risk / Lapsed
40151,4684,1,700.0,700.0,2012-10-15,2012-10-15,2,1,4,7,Regular
40190,8674,1,100.0,100.0,2001-11-12,2001-11-12,1,1,1,3,At Risk / Lapsed
40266,2977,4,400.0,100.0,2009-07-24,2017-06-18,3,4,3,10,Regular
40267,2605,4,400.0,100.0,2013-06-24,2018-06-25,3,4,3,10,Regular
40269,9325,1,100.0,100.0,2000-01-31,2000-01-31,1,1,1,3,At Risk / Lapsed
40277,8211,5,600.0,150.0,2000-01-31,2003-02-18,1,4,3,8,Regular
40291,8827,1,50.0,50.0,2001-06-12,2001-06-12,1,1,1,3,At Risk / Lapsed
40307,9143,1,100.0,100.0,2000-07-31,2000-07-31,1,1,1,3,At Risk / Lapsed
40318,4436,7,1650.0,250.0,2005-06-30,2013-06-20,3,4,4,11,Regular
40325,8820,1,100.0,100.0,2001-06-19,2001-06-19,1,1,1,3,At Risk / Lapsed
40340,1517,12,2760.0,150.0,2006-06-23,2021-06-17,4,5,5,14,Champion
40345,9195,1,30.0,30.0,2000-06-09,2000-06-09,1,1,1,3,At Risk / Lapsed
40348,6630,6,600.0,100.0,2002-12-03,2007-06-18,2,4,3,9,Regular
40365,4442,3,450.0,200.0,2000-01-31,2013-06-14,3,3,3,9,Regular
40374,8086,1,100.0,100.0,2003-06-23,2003-06-23,1,1,1,3,At Risk / Lapsed
40378,4641,2,500.0,100.0,2000-01-17,2012-11-27,2,2,3,7,Regular
40426,8093,5,4100.0,1000.0,2000-01-31,2003-06-16,1,4,5,10,Regular
40429,8637,2,150.0,50.0,2000-01-31,2001-12-19,1,2,2,5,At Risk / Lapsed
40457,4157,1,200.0,200.0,2014-03-26,2014-03-26,3,1,2,6,Regular
40460,7993,1,250.0,250.0,2003-09-24,2003-09-24,1,1,2,4,At Risk / Lapsed
40463,6454,3,800.0,50.0,2000-01-17,2007-12-11,2,3,4,9,Regular
40478,7928,1,100.0,100.0,2003-11-28,2003-11-28,1,1,1,3,At Risk / Lapsed
40513,9195,1,50.0,50.0,2000-06-09,2000-06-09,1,1,1,3,At Risk / Lapsed
40514,5034,7,550.0,100.0,2000-01-31,2011-10-31,2,4,3,9,Regular
40525,7949,4,525.0,225.0,2000-01-31,2003-11-07,1,4,3,8,Regular
40541,4684,1,700.0,700.0,2012-10-15,2012-10-15,2,1,4,7,Regular
40544,1532,6,775.0,175.0,2008-11-24,2021-06-02,4,4,4,12,Champion
40545,1162,1,175.0,175.0,2022-06-07,2022-06-07,4,1,2,7,Regular
40549,7349,1,50.0,50.0,2005-06-29,2005-06-29,1,1,1,3,At Risk / Lapsed
40555,8825,2,100.0,50.0,2000-07-31,2001-06-14,1,2,1,4,At Risk / Lapsed
40557,4429,6,450.0,100.0,2007-06-29,2013-06-27,3,4,3,10,Regular
40558,1141,20,2548.0,175.0,2000-06-09,2022-06-28,4,5,5,14,Champion
40559,774,1,200.0,200.0,2023-06-30,2023-06-30,5,1,2,8,Regular
40563,4079,1,200.0,200.0,2014-06-12,2014-06-12,3,1,2,6,Regular
40568,413,3,2000.0,500.0,2021-06-17,2024-06-25,5,3,5,13,Loyal
40569,7907,11,7450.0,100.0,2000-01-31,2003-12-19,1,5,5,11,Regular
40579,7481,1,50.0,50.0,2005-02-17,2005-02-17,1,1,1,3,At Risk / Lapsed
40582,6339,11,13800.0,500.0,2000-01-31,2008-04-04,2,5,5,12,Regular
40583,43,3,5000.0,2000.0,2021-06-17,2025-06-30,5,3,5,13,Loyal
40584,7356,1,50.0,50.0,2005-06-22,2005-06-22,1,1,1,3,At Risk / Lapsed
40586,7349,5,1100.0,50.0,2000-06-16,2005-06-29,1,4,4,9,Regular
40595,7939,6,850.0,100.0,2000-01-17,2003-11-17,1,4,4,9,Regular
40598,6801,4,650.0,200.0,2004-11-25,2006-12-29,2,4,4,10,Regular
40619,8288,2,200.0,100.0,2001-06-21,2002-12-03,1,2,2,5,At Risk / Lapsed
40625,5034,4,500.0,200.0,2008-06-27,2011-10-31,2,4,3,9,Regular
40628,7944,3,530.0,400.0,2000-06-09,2003-11-12,1,3,3,7,Regular
40638,7949,4,400.0,100.0,2003-06-16,2003-11-07,1,4,3,8,Regular
40643,6847,4,600.0,200.0,2004-06-25,2006-11-13,2,4,3,9,Regular
40647,8674,3,350.0,150.0,2000-10-16,2001-11-12,1,3,3,7,Regular
40661,1545,3,600.0,200.0,2019-03-01,2021-05-20,4,3,3,10,Loyal
40662,9325,1,100.0,100.0,2000-01-31,2000-01-31,1,1,1,3,At Risk / Lapsed
